,title,director,writers,top_5_billed,rotten_tomato_rating,audience_rating
735,Patch Adams,['Tom Shadyac'],['Steve Oedekerk'],"['Robin Williams ', 'Daniel London ', 'Monica Potter ', 'Philip Seymour Hoffman ', 'Josef Sommer ']",22,73
736,Central Intelligence,['Rawson Marshall Thurber'],"['Rawson Marshall Thurber', ' Ike Barinholtz', ' David Stassen']","['Dwayne Johnson ', '', '', 'Agentka Pamela Harris', 'Maggie']",71,61
737,Anchorman 2: The Legend Continues,['Adam McKay'],"['Adam McKay', ' Will Ferrell']","['Will Ferrell ', 'Paul Rudd ', 'Steve Carell ', 'David Koechner ', 'Christina Applegate ']",74,52
738,Super 8,['J.J. Abrams'],['J.J. Abrams'],"['Kyle Chandler ', 'Elle Fanning ', 'Joel Courtney ', 'Gabriel Basso ', 'Noah Emmerich ']",81,75
739,Mr. Deeds,['Steven Brill'],['Tim Herlihy'],"['Adam Sandler ', 'Winona Ryder ', 'Peter Gallagher ', 'John Turturro ', 'Jared Harris ']",22,59
740,Erin Brockovich,['Steven Soderbergh'],"['Richard LaGravenese', ' Steven Soderbergh', ' Susannah Grant']","['Julia Roberts ', 'Aaron Eckhart ', 'Albert Finney ', 'Marg Helgenberger ', 'Cherry Jones ']",84,81
741,Creed II,['Steven Caple Jr.'],"['Sascha Penn', ' Cheo Hodari Coker', ' Juel Taylor', ' Sylvester Stallone']","['Michael B. Jordan ', 'Tessa Thompson ', 'Sylvester Stallone ', 'Dolph Lundgren ', 'Phylicia Rashad ']",84,79
742,How to Lose a Guy in 10 Days,['Donald Petrie'],"['Burr Steers', ' Brian Regan', ' Kristen Buckley', ' Donald Petrie']","['Kate Hudson ', 'Matthew McConaughey ', 'Kathryn Hahn ', 'Annie Parisse ', 'Adam Goldberg ']",42,77
743,Yes Man,['Peyton Reed'],"['Andrew Mogel', ' Jarrad Paul', ' Nicholas Stoller']","['Jim Carrey ', 'Zooey Deschanel ', 'Bradley Cooper ', 'Rhys Darby ', 'John Michael Higgins ']",46,66
744,Non-Stop,['Hiroyuki Tanaka'],['Hiroyuki Tanaka'],"['Tomoro Taguchi ', 'Diamond Yukai ', ""Shin'ichi Tsutsumi "", 'Daimond YukaiHiroyuki Tanaka']",57,75
745,Stepmom,['Chris Columbus'],"['Gigi Levangie Grazer', ' Jessie Nelson', ' Steven Rogers', ' Karen Leigh Hopkins', ' Ronald Bass']","['Susan Sarandon ', 'Julia Roberts ', 'Ed Harris ', 'Jena Malone ', 'Liam Aiken ']",45,75
746,Failure to Launch,['Tom Dey'],"['Tom Dey', ' Tom J. Astle', ' Matt Ember']","['Matthew McConaughey ', 'Sarah Jessica Parker ', 'Zooey Deschanel ', 'Justin Bartha ', 'Bradley Cooper ']",24,52
747,Inside Man,['Spike Lee'],"['Russell Gewirtz', ' Spike Lee']","['Denzel Washington ', 'Clive Owen ', 'Jodie Foster ', 'Christopher Plummer ', 'Willem Dafoe ']",86,85
748,The Emoji Movie,['Anthony Leondis'],"['Anthony Leondis', ' Eric Siegel', ' Mike White']","['T.J. Miller ', 'James Corden ', 'Anna Faris ', 'Maya Rudolph ', 'Steven Wright ']",7,37
749,The Post,['Steven Spielberg'],"['Liz Hannah', ' Josh Singer']","['Meryl Streep ', 'Tom Hanks ', 'Alison Brie ', 'Sarah Paulson ', 'Bob Odenkirk ']",88,73
750,Congo,['Frank Marshall'],['John Patrick Shanley'],"['Dylan Walsh ', 'Laura Linney ', 'Ernie Hudson ', 'Tim Curry ', 'Grant Heslov ']",22,29
751,Knowing,['Alex Proyas'],"['Juliet Snowden', ' Stiles White', ' Ryne Douglas Pearson', ' Alex Proyas', ' Ryne Douglas Pearson', ' Stuart Hazeldine']","['Nicolas Cage ', 'Chandler Canterbury ', 'Rose Byrne ', 'Lara Robinson ', 'Ben Mendelsohn ']",33,42
752,We Bought a Zoo,['Cameron Crowe'],"['Aline Brosh McKenna', ' Cameron Crowe']","['Matt Damon ', 'Scarlett Johansson ', 'Thomas Haden Church ', 'Colin Ford ', 'Maggie Elizabeth Jones ']",65,71
753,Moneyball,['Bennett Miller'],"['Steven Zaillian', ' Aaron Sorkin']","['Brad Pitt ', 'Jonah Hill ', 'Philip Seymour Hoffman ', 'Robin Wright ', 'Chris Pratt ']",94,86
754,Garfield: The Movie,['Peter Hewitt'],"['Joel Cohen', ' Alec Sokolow']","['Breckin Meyer ', 'Jennifer Love Hewitt ', 'Bill Murray ', 'Stephen Tobolowsky ', 'Evan Arnold ']",15,37
755,Christmas with the Kranks,['Joe Roth'],['Chris Columbus'],"['Tim Allen ', 'Jamie Lee Curtis ', 'Dan Aykroyd ', 'M. Emmet Walsh ', 'Elizabeth Franz ']",5,38
756,V for Vendetta,['James McTeigue'],"['James McTeigue', ' Lilly Wachowski', ' Lana Wachowski']","['Natalie Portman ', 'Hugo Weaving ', 'Stephen Rea ', 'John Hurt ', 'Stephen Fry ']",73,90
757,Outbreak,['Wolfgang Petersen'],"['Laurence Dworet', ' Robert Roy Pool']","['Rene Russo ', 'Dustin Hoffman ', 'Morgan Freeman ', 'Kevin Spacey ', 'Donald Sutherland ']",60,56
758,Race to Witch Mountain,['Andy Fickman'],"['Matt Lopez', ' Mark Bomback']","['Dwayne Johnson ', 'Alexander Ludwig ', 'AnnaSophia Robb ', 'Carla Gugino ', 'Ciarán Hinds ']",42,44
759,Herbie: Fully Loaded,['Angela Robinson'],"['Robert Ben Grant', ' Alfred Gough', ' Robert Ben Garant', ' Thomas Lennon', ' Miles Millar']","['Lindsay Lohan ', 'Michael Keaton ', 'Matt Dillon ', 'Breckin Meyer ', 'Justin Long ']",41,38
760,Shanghai Knights,['David Dobkin'],"['Alfred Gough', ' Miles Millar']","['Jackie Chan ', 'Owen Wilson ', 'Fann Wong ', 'Aidan Gillen ', 'Donnie Yen ']",66,54
761,Planes: Fire and Rescue,['Robert Gannaway'],"['Jeffrey Howard', ' Robert Gannaway', ' Jeffrey M. Howard']","['Ed Harris ', 'Curtis Armstrong ', 'John Michael Higgins ', 'Hal Holbrook ', 'Wes Studi ']",44,56
762,I am Number Four,['D.J. Caruso'],"['Miles Millar', ' Alfred Gough', ' Marti Noxon']","['Alex Pettyfer ', 'Timothy Olyphant ', 'Teresa Palmer ', 'Dianna Agron ', 'Callan McAuliffe ']",33,57
763,13 Hours: The Secret Soldiers of Benghazi,['Michael Bay'],"['Chuck Hogan', ' Michael Bay', ' Mitchell Zuckoff']","['John Krasinski ', 'James Badge Dale ', 'Pablo Schreiber ', 'Max Martini ', 'Toby Stephens ']",51,82
764,Unfaithful,['Adrian Lyne'],"['Alvin Sargent', ' William Broyles']","['Diane Lane ', 'Richard Gere ', 'Olivier Martinez ', 'Erik Per Sullivan ', 'Myra Lucretia-Taylor ']",50,68
765,Syriana,['Stephen Gaghan'],['Stephen Gaghan'],"['George Clooney ', 'Matt Damon ', 'Jeffrey Wright ', 'Christopher Plummer ', 'Chris Cooper ']",73,67
766,Resident Evil: Apocalypse,"['Alexander Witt', ' Alexander Witt']",['Paul W.S. Anderson'],"['Milla Jovovich ', 'Sienna Guillory ', 'Oded Fehr ', 'Thomas Kretschmann ', 'Sophie Vavasseur ']",20,60
767,The Book of Life,['Jorge R. Gutierrez'],"['Jorge R. Gutierrez', ' Doug Langdale']","['Channing Tatum ', 'Zoe Saldana ', 'Diego Luna ', 'Christina Applegate ', 'Ice Cube ']",82,77
768,Absolute Power,['Clint Eastwood'],['William Goldman'],"['Clint Eastwood ', 'Gene Hackman ', 'Ed Harris ', 'Laura Linney ', 'Scott Glenn ']",57,52
769,Firewall,['Richard Loncraine'],['Joe Forte'],"['Harrison Ford ', 'Virginia Madsen ', 'Carly Schroeder ', 'Jimmy Bennett ', 'Paul Bettany ']",18,37
770,The Game,['David Fincher'],"['Michael Ferris', ' John Brancato']","['Michael Douglas ', 'Sean Penn ', 'Deborah Kara Unger ', 'James Rebhorn ', 'Peter Donat ']",73,84
771,G.I. Jane,['Ridley Scott'],"['David Twohy', ' Danielle Alexandra']","['Demi Moore ', 'Viggo Mortensen ', 'Anne Bancroft ', 'Jason Beghe ', 'Scott Wilson ']",53,53
772,Silent Hill,['Christophe Gans'],['Roger Avary'],"['Radha Mitchell ', 'Sean Bean ', 'Laurie Holden ', 'Deborah Kara Unger ', 'Kim Coates ']",31,63
773,Rambo: Last Blood,['Adrian Grunberg'],"['Matthew Cirulnick', ' Sylvester Stallone']","['Sylvester Stallone ', 'Paz VegaSergio Peris-MenchetaAdrianna BarrazaYvette MonrealJoaquín CosioOscar JaenadaView All ']",27,82
774,The Negotiator,['F. Gary Gray'],"['James DeMonaco', ' Kevin Fox', ' F. Gary Gray']","['Samuel L. Jackson ', 'Kevin Spacey ', 'David Morse ', 'Ron Rifkin ', 'John Spencer ']",75,79
775,Gremlins 2: The New Batch,['Joe Dante'],"['Charles Haas', ' Steve De Jarnatt', ' Clifford Green', ' Todd Holland', ' Richard Outten', ' Chris Matheson', ' Ed Solomon', ' Ellen Green']","['Zach Galligan ', 'Phoebe Cates ', 'John Glover ', 'Robert Prosky ', 'Robert Picardo ']",71,57
776,Out of Time,['Carl Franklin'],"['David Collard', ' Dave Collard']","['Denzel Washington ', 'Eva Mendes ', 'Sanaa Lathan ', 'Dean Cain ', 'Tony Dalton ']",64,58
777,Bridget Jones: The Edge Of Reason,['Beeban Kidron'],"['Beeban Kidron', ' Helen Fielding', ' Andrew Davies', ' Richard Curtis', ' Adam Brooks']","['Renée Zellweger ', 'Colin Firth ', 'Hugh Grant ', 'Jim Broadbent ', 'Gemma Jones ']",27,60
778,On Deadly Ground,['Steven Seagal'],"['Ed Horowitz', ' Robin U. Russin', ' Steven Seagal', ' Richard Friedenberg', ' David S. Goyer', ' Chris Gerolmo']","['Steven Seagal ', 'Michael Caine ', 'Joan Chen ', 'John C. McGinley ', 'R. Lee Ermey ']",10,34
779,Ninja Assassin,['James McTeigue'],"['J. Michael Straczynski', ' Matthew Sand']","['Rain ', 'Naomie Harris ', 'Ben Miles ', 'Rick Yune ', 'Shô Kosugi ']",26,54
780,Raising Helen,['Garry Marshall'],"['Michael Begler', ' Jack Amiel']","['Kate Hudson ', 'John Corbett ', 'Joan Cusack ', 'Hayden Panettiere ', 'Spencer Breslin ']",25,61
781,The Nice Guys,['Shane Black'],"['Shane Black', ' Anthony Bagarozzi']","['Russell Crowe ', 'Ryan Gosling ', 'Angourie Rice ', 'Margaret Qualley ', 'Yaya DaCosta ']",92,79
782,For Love of the Game,['Sam Raimi'],['Dana Stevens'],"['Kevin Costner ', 'Kelly Preston ', 'John C. Reilly ', 'Jena Malone ', 'Brian Cox ']",46,75
783,Marmaduke,['Tom Dey'],"['Tim Rasmussen', ' Vince Di Meglio']","['Owen Wilson ', 'Emma Stone ', 'George Lopez ', 'Christopher Mintz-Plasse ', 'Steve Coogan ']",9,42
784,Striptease,['Andrew Bergman'],['Andrew Bergman'],"['Demi Moore ', 'Armand Assante ', 'Ving Rhames ', 'Robert Patrick ', 'Burt Reynolds ']",12,24
785,Hereafter,['Clint Eastwood'],"['Peter Morgan', ' Clint Eastwood']","['Matt Damon ', 'Lyndsey MarshalBryce Dallas Howard ', 'Jay Mohr ', 'Richard Kind ', 'Frankie McLaren ']",47,38
786,Assassins,['Richard Donner'],"['Lilly Wachowski', ' Lana Wachowski', ' Richard Donner', ' Brian Helgeland']","['Sylvester Stallone ', 'Antonio Banderas ', 'Julianne Moore ', 'Anatoly Davydov ', 'Muse Watson ']",14,45
787,Hostiles,['Scott Cooper'],"['Donald Stewart', ' Scott Cooper']","['Christian Bale ', 'Rosamund Pike ', 'Wes Studi ', 'Jesse Plemons ', 'Adam Beach ']",71,74
788,Zoolander 2,"['In Theaters:Feb 12', ' 2016\xa0wide']","['On Disc/Streaming:May 24', ' 2016']","['Aly Mang ', 'Sparrowhawk ', 'Antonio Te Maioho ', 'Marko Caka ', 'Mika ']",22,20
789,Hannibal Rising,['Peter Webber'],['Thomas Harris'],"['Gaspard Ulliel ', 'Li Gong ', 'Rhys Ifans ', 'Dominic West ', 'Kevin Mckidd ']",16,55
790,The Host,['Andrew Niccol'],['Andrew Niccol'],"['Saoirse Ronan ', 'Max Irons ', 'Jake Abel ', 'Chandler Canterbury ', 'Diane Kruger ']",9,50
791,Basic,['John McTiernan'],['James Vanderbilt'],"['John Travolta ', 'Connie Nielsen ', 'Samuel L. Jackson ', 'Tim Daly ', 'Taye Diggs ']",21,63
792,Run All Night,"['In Theaters:Mar 13', ' 2015\xa0wide']","['On Disc/Streaming:Jun 16', ' 2015']","['Genesis Rodriguez', 'Jase Draper ', 'Ray Quinlan ', 'Barrington Walters, Jr. ', 'Ryan Quinlan ']",59,56
793,Blood Work,['Clint Eastwood'],"['Brian Helgeland', ' Michael Connelly']","['Clint Eastwood ', 'Jeff Daniels ', 'Anjelica Huston ', 'Wanda De Jesus ', 'Tina Lifford ']",53,40
794,Escape from L.A.,['John Carpenter'],"['John Carpenter', ' Kurt Russell', ' Debra Hill']","['Kurt Russell ', 'Stacy Keach ', 'Steve Buscemi ', 'Peter Fonda ', 'Georges Corraface ']",54,39
795,Twisted,['Philip Kaufman'],['Sarah Thorp'],"['Ashley Judd ', 'Samuel L. Jackson ', 'Andy Garcia ', 'David Strathairn ', 'Russell Wong ']",1,31
796,All the Money in the World,['Ridley Scott'],['David Scarpa'],"['Christopher Plummer ', 'Mark Wahlberg ', 'Romain Duris ', 'Charlie Plummer ', 'Timothy Hutton ']",80,66
797,The Iron Giant,['Brad Bird'],"['Tim McCanlies', ' Brad Bird']","['Eli Marienthal ', 'Vin Diesel ', 'Jennifer Aniston ', 'Harry Connick Jr. ', 'Cloris Leachman ']",96,90
798,Hellboy,['Guillermo del Toro'],['Guillermo del Toro'],"['Ron Perlman ', 'John Hurt ', 'Selma Blair ', 'Rupert Evans ', 'Karel Roden ']",81,66
799,Your Highness,['David Gordon Green'],"['Ben Best', ' Danny McBride (IV)']","['Danny McBride (IV) ', 'James Franco ', 'Rasmus Hardiker ', 'Natalie Portman ', 'Justin Theroux ']",27,34
800,Snowden,['Oliver Stone'],"['Kieran Fitzgerald', ' Oliver Stone']","['Joseph Gordon-Levitt ', 'Shailene Woodley ', 'Zachary Quinto ', 'Melissa Leo ', 'Tom Wilkinson ']",61,70
801,Free State of Jones,['Gary Ross'],['Gary Ross'],"['Matthew McConaughey ', 'Gugu Mbatha-Raw ', 'Keri Russell ', 'Mahershala Ali ', 'Jacob Lofland ']",47,64
802,Gamer,"['Mark Neveldine', ' Brian Taylor']","['Brian Taylor', ' Mark Neveldine']","['Gerard Butler ', 'Zoe Bell ', 'Milo Ventimiglia ', 'Alison Lohman ', 'Michael C. Hall ']",30,39
803,Man of the House,['Stephen Herek'],"['John J. McLaughlin', ' Robert Ramsey', ' Matthew Stone']","['Tommy Lee Jones ', 'Cedric the Entertainer ', 'Christina Milian ', 'Paula Garcés ', 'Monica Keena ']",9,46
804,The Life of David Gale,['Alan Parker'],"['Charles Randolph', ' Arkadiusz Golebiewski']","['Kevin Spacey ', 'Kate Winslet ', 'Laura Linney ', 'Matt Craven ', 'Leon Rippy ']",19,81
805,Beautiful Creatures,['Bill Eagles'],"['In Theaters:Apr 6', ' 2001\xa0limited']","['Susan Lynch ', 'Iain Glen ', 'Rachel Weisz ', 'Tom Mannion ', 'Maurice Roëves ']",37,32
806,Into the Blue,['John Stockwell'],"['Matt Johnson', ' John Stockwell']","['Paul Walker ', 'Jessica Alba ', 'Scott Caan ', 'Ashley Scott ', 'Josh Brolin ']",21,57
807,Eastern Promises,['David Cronenberg'],['Steven Knight'],"['Viggo Mortensen ', 'Naomi Watts ', 'Vincent Cassel ', 'Armin Mueller-Stahl ', 'Sinead Cusack ']",89,83
808,Drive Angry,['Patrick Lussier'],"['Patrick Lussier', ' Todd Farmer']","['Amber Heard ', 'Nicolas Cage ', 'William Fichtner ', 'Billy Burke ', 'David Morse ']",47,37
809,Mad City,['Costa-Gavras'],['Tom Matthews'],"['John Travolta ', 'Dustin Hoffman ', 'Mia Kirshner ', 'Alan Alda ', 'Robert Prosky ']",36,42
810,Domino,['Tony Scott'],['Richard Kelly'],"['Keira Knightley ', 'Mickey Rourke ', 'Edgar Ramirez ', 'Rizwan Abbasi ', 'Delroy Lindo ']",18,56
811,Jade,['William Friedkin'],['Joe Eszterhas'],"['David Caruso ', 'Linda Fiorentino ', 'Chazz Palminteri ', 'Michael Biehn ', 'Richard Crenna ']",14,27
812,Street Fighter: The Legend of Chun-Li,['Andrzej Bartkowiak'],['Justin Marks'],"['Kristin Kreuk ', 'Chris Klein ', 'Michael Clarke Duncan ', 'Moon Bloodgood ', 'Neal McDonough ']",5,18
813,Death to Smoochy,['Danny DeVito'],['Adam Resnick'],"['Edward Norton ', 'Robin Williams ', 'Hank AzariaCatherine Keener ', 'Danny DeVito ', 'Jon Stewart ']",42,66
814,Early Man,"['Written By:Mark Burton', ' James Higginson']","['In Theaters:Feb 16', ' 2018\xa0wide']","['Eddie Redmayne ', 'Tom Hiddleston ', 'Maisie Williams ', 'Timothy Spall ', 'Richard Ayoade ']",81,49
815,Arctic Dogs,['Aaron Woodley'],"['Bob Barlen', ' Cal Brunker', ' Aaron Woodley']","['Jeremy Renner ', 'Heidi Klum ', '', '', '']",13,60
816,The Rhythm Section,['Reed Morano'],"['Mark Burnell', ' Sean Bobbitt']","['Blake Lively ', 'Jude LawRichard Brake ', 'Sterling K. BrownMax Casella ', 'Daniel Mays ', 'Raza Jaffrey ']",29,44
817,Child 44,['Daniel Espinosa'],['Richard Price'],"['Tom Hardy ', 'Noomi Rapace ', 'Joel Kinnaman ', 'Gary Oldman ', 'Vincent Cassel ']",27,41
818,Outlander,['Howard McCain'],"['Howard McCain', ' Dirk Blackman']","['Jim Caviezel ', 'Sophia Myles ', 'Jack Huston ', 'Ron Perlman ', 'John Hurt ']",37,44
819,Shanghai,['Mikael Håfström'],['Hossein Amini'],"['John Cusack ', 'Yun-Fat Chow ', 'Ken Watanabe ', 'Li Gong ', 'Franka Potente ']",4,36
820,Dora and the Lost City of Gold,['James Bobin'],"['Nicholas Stoller', ' Matthew Robinson']","['Isabela Merced ', 'Eugenio Derbez ', 'Michael Peña ', 'Eva Longoria ', 'Adriana Barraza ']",84,88
821,The One,['James Wong'],"['James Wong', ' Glen Morgan']","['Jet Li ', 'Carla Gugino ', 'Delroy Lindo ', 'Jason Statham ', 'James Morrison ']",14,51
822,Chappie,['Neill Blomkamp'],"['Terri Tatchell', ' Neill Blomkamp']","['Sharlto Copley ', 'Dev Patel ', 'Ninja ', 'Yolandi Visser ', 'Jose Pablo Cantillo ']",32,56
823,Indiana Jones and the Last Crusade,['Steven Spielberg'],['Jeffrey Boam'],"['Harrison Ford ', 'Sean Connery ', 'Alison Doody ', 'Denholm Elliott ', 'John Rhys-Davies ']",87,94
824,The Ring,['Gore Verbinski'],['Ehren Kruger'],"['Naomi Watts ', 'Martin Henderson ', 'David Dorfman ', 'Brian Cox ', 'Jane Alexander ']",71,48
825,Panic Room,['David Fincher'],"['David Koepp', ' David Fincher']","['Jodie Foster ', 'Kristen Stewart ', 'Forest Whitaker ', 'Dwight Yoakam ', 'Jared Leto ']",75,63
826,Taken 3,['Olivier Megaton'],"['Luc Besson', ' Robert Mark Kamen']","['Liam Neeson ', 'Maggie Grace ', 'Forest Whitaker ', 'Famke Janssen ', 'Dougray Scott ']",13,44
827,Zombieland: Double Tap,['Ruben Fleischer'],"['Rhett Reese', ' Paul Wernick', ' Dave Callaham']","['Woody Harrelson ', 'Jesse Eisenberg ', 'Emma Stone ', 'Abigail Breslin ', 'Rosario Dawson ']",68,88
828,Instant Family,['Sean Anders'],"['Sean Anders', ' John Morris']","['Mark Wahlberg ', 'Rose Byrne ', 'Octavia SpencerTig NotaroIsabela Merced ', 'Margo MartindaleEve Harlow ', 'Gustavo Quiroz ']",82,82
829,Three Kings,['David O. Russell'],['David O. Russell'],"['Mark Wahlberg ', 'George Clooney ', 'Ice Cube ', 'Spike Jonze ', 'Nora Dunn ']",94,77
830,Tooth Fairy,['Chuck Bowman'],"['Stephen J. Cannell', ' Corey Strode', ' Cookie Rae Brown']","['Lochlyn Munro ', 'Chandra West ', 'Steve Bacic ', 'Nicole Muñoz ', 'Jianna Ballard ']",25,35
831,Rat Race,['Jerry Zucker'],['Andy Breckman'],"['John Cleese ', 'Rowan Atkinson ', 'Breckin Meyer ', 'Jon Lovitz ', 'Cuba Gooding Jr. ']",44,64
832,Kate and Leopold,['James Mangold'],"['James Mangold', ' Steven Rogers']","['Meg Ryan ', 'Hugh Jackman ', 'Liev Schreiber ', 'Breckin Meyer ', 'Natasha Lyonne ']",50,62
833,The Infiltrator,['Brad Furman'],['Ellen Brown Furman'],"['Bryan Cranston ', 'Diane Kruger ', 'John Leguizamo ', 'Benjamin Bratt ', 'Yul Vázquez ']",72,71
834,Addams Family Values,['Barry Sonnenfeld'],['Paul Rudnick'],"['Anjelica Huston ', 'Raul Julia ', 'Christopher Lloyd ', 'Joan Cusack ', 'Christina Ricci ']",77,63
835,Riding in Cars with Boys,['Penny Marshall'],"['Morgan Ward', ' Morgan Upton', ' Morgan Upton Ward']","['Drew Barrymore ', 'Steve Zahn ', 'Adam Garcia ', 'Brittany Murphy ', 'James Woods ']",49,66
836,Solaris,['Steven Soderbergh'],['Steven Soderbergh'],"['George Clooney ', 'Natascha McElhone ', 'Jeremy Davies ', 'Viola Davis ', 'Ulrich Tukur ']",66,59
837,Jonah Hex,['Jimmy Hayward'],"['Mark Neveldine', ' Brian Taylor']","['Josh Brolin ', 'John Malkovich ', 'Megan Fox ', 'Michael Fassbender ', 'Will Arnett ']",12,20
838,Mary Reilly,['Stephen Frears'],['Christopher Hampton'],"['Julia Roberts ', 'John Malkovich ', 'George Cole ', 'Michael Gambon ', 'Kathy Staff ']",26,40
839,Mr. Nobody,['Jaco Van Dormael'],['Jaco Van Dormael'],"['Jared Leto ', 'Diane Kruger ', 'Sarah Polley ', 'Linh Dan Pham ', 'Rhys Ifans ']",68,76
840,Star Trek: First Contact,['Jonathan Frakes'],"['Brannon Braga', ' Ronald D. Moore']","['Patrick Stewart ', 'Jonathan Frakes ', 'Brent Spiner ', 'LeVar Burton ', 'Michael Dorn ']",93,89
841,Courage Under Fire,['Edward Zwick'],['Patrick Sheane Duncan'],"['Denzel Washington ', 'Meg Ryan ', 'Lou Diamond Phillips ', 'Michael Moriarty ', 'Matt Damon ']",85,66
842,Inchon,['Terence Young'],"['Robin Moore', ' Laird Koenig', ' Paul Savage']","['Jacqueline Bisset ', 'Peter Burton ', 'James T. Callahan ', 'Anthony Dawson ', 'Gabrielle Ferzetti ']",0,8
843,Arthur and the War of Two Worlds,['Luc Besson'],"['Luc Besson', ' Celine Garcia']","['Freddie Highmore ', 'Mia Farrow ', 'Penny Balfour ', 'Selena Gomez ', 'Iggy Pop ']",20,42
844,Liar Liar,['Tom Shadyac'],"['Stephen Mazur', ' Paul Guay']","['Jim Carrey ', 'Jennifer Tilly ', 'Maura Tierney ', 'Swoosie Kurtz ', 'Amanda Donohoe ']",81,75
845,Taken 2,['Olivier Megaton'],"['Olivier Megaton', ' Luc Besson', ' Robert Mark Kamen']","['Liam Neeson ', 'Maggie Grace ', 'Famke Janssen ', 'Rade Serbedzija ', 'Luke Grimes ']",22,52
846,The Flintstones,['Brian Levant'],"['Tom Parker', ' Tom S. Parker', ' Jim Jennewein', ' Steven E. de Souza', ' Mitch Markowitz', ' Gary Ross']","['John Goodman ', 'Elizabeth Perkins ', 'Rick Moranis ', ""Rosie O'Donnell "", 'Kyle MacLachlan ']",22,24
847,Scary Movie 3,['David Zucker'],"['Pat Proft', ' Craig Mazin', ' David Zucker', ' Shawn Wayans', ' Marlon Wayans']","['Anna Faris ', 'Charlie Sheen ', 'Simon Rex ', 'Anthony Anderson ', 'Regina Hall ']",35,54
848,Miss Congeniality,['Donald Petrie'],"['Caryn Lucas', ' Katie Ford']","['Sandra Bullock ', 'Michael Caine ', 'Benjamin Bratt ', 'Candice Bergen ', 'William Shatner ']",42,69
849,Pitch Perfect 3,['Trish Sie'],"['Mike White', ' Kay Cannon']","['Anna Kendrick ', 'Rebel Wilson ', 'Hailee Steinfeld ', 'Brittany Snow ', 'Anna Camp ']",29,44
850,Journey to the Center of the Earth,['Henry Levin'],"['Walter Reisch', ' Charles Brackett', ' Robert Gunter']","['James Mason ', 'Pat Boone ', 'Arlene Dahl ', 'Diane Baker ', 'Thayer David ']",86,69
851,The Pelican Brief,['Alan J. Pakula'],"['Alan J. Pakula', ' John Grisham']","['Julia Roberts ', 'Denzel Washington ', 'Sam Shepard ', 'John Heard ', 'Tony Goldwyn ']",53,61
852,The Princess Diaries 2: Royal Engagement,['Garry Marshall'],['Shonda Rhimes'],"['Anne Hathaway ', 'Julie Andrews ', 'Hector Elizondo ', 'John Rhys-Davies ', 'Heather Matarazzo ']",26,59
853,The Bucket List,['Rob Reiner'],['Justin Zackham'],"['Jack Nicholson ', 'Morgan Freeman ', 'Sean Hayes ', 'Beverly Todd ', 'Alfonso Freeman ']",41,77
854,The Client,['Joel Schumacher'],"['Akiva Goldsman', ' Robert Getchell']","['Susan Sarandon ', 'Brad Renfro ', 'Tommy Lee Jones ', 'Marie-Louise ParkerMary-Louise Parker ', 'Anthony LaPaglia ']",78,69
855,The Muppets,['James Bobin'],"['Jason Segel', ' Nicholas Stoller']","['Jason Segel ', 'Amy Adams ', 'Chris Cooper ', 'Steve Whitmire ', 'Eric Jacobson ']",95,80
856,Patriot Games,['Phillip Noyce'],"['W. Peter Iliff', ' Steven Zaillian', ' Donald E. Stewart']","['Harrison Ford ', 'Anne Archer ', 'Patrick Bergin ', 'Sean Bean ', 'Thora Birch ']",73,73
857,Monster-in-Law,['Robert Luketic'],['Anya Kochoff'],"['Jennifer Lopez ', 'Jane Fonda ', 'Michael Vartan ', 'Wanda Sykes ', 'Adam Scott ']",18,55
